mean_accuracy_improvement,mean_auc_improvement,mean_f1_improvement,median_accuracy_improvement,median_auc_improvement,median_f1_improvement,models_with_accuracy_improvement,models_with_auc_improvement,models_with_f1_improvement,total_models_tested
-0.019501471474665816,-0.038791342362770896,-0.20451098316072833,-0.04201680672268904,-0.07851473922902485,-0.21946472019464724,1,1,1,3
