threshold,precision_mean,precision_ci_lower,precision_ci_upper,recall_mean,recall_ci_lower,recall_ci_upper,f1_mean,f1_ci_lower,f1_ci_upper
0.4,0.8980096867830966,0.8180188679245283,0.9572296806966618,0.9079176746997913,0.8080810147299509,0.9804038461538461,0.9022250430074039,0.8188769004048833,0.9572649522699248
